meeting_date,asof_date,exp_rate_bp,var_bp2,p_tail_cut,p_tail_hike,top1_mid_bp,top1_prob,top2_mid_bp,top2_prob,days_to_meeting
2025-12-10,2025-09-11,364.73212500000005,122.29324298437501,0.05192700000000001,0.0052510000000000005,362.5,0.8121120000000001,387.5,0.13071000000000002,90
2026-01-28,2024-12-19,398.8618886381113,729.065378417264,0.18030481969518028,0.16658183341816657,412.5,0.3535106464893535,387.5,0.2996027003972996,405
2026-01-28,2024-12-20,397.862125,731.041990484375,0.18920900000000002,0.154684,412.5,0.349508,387.5,0.306599,404
2026-01-28,2024-12-23,402.39651010348985,674.7924650381451,0.1434998565001435,0.1999338000661999,412.5,0.37498262501737495,387.5,0.28158371841628155,401
2026-01-28,2024-12-24,399.362075,711.051801694375,0.17344099999999998,0.168732,412.5,0.357795,387.5,0.300032,400
2026-01-28,2024-12-26,399.3276,714.21662824,0.17422500000000002,0.169279,412.5,0.356646,387.5,0.29985,398
2026-01-28,2024-12-27,398.3276391723608,721.6913910239962,0.18419681580318414,0.15909884090115906,412.5,0.35068464931535065,387.5,0.306019693980306,397
2026-01-28,2024-12-30,393.0604305604306,788.9668068678249,0.24549124549124549,0.11947911947911949,387.5,0.3238283238283238,412.5,0.3112013112013112,394
2026-01-28,2024-12-31,394.09495,773.9853844975,0.23244399999999998,0.125679,387.5,0.321781,412.5,0.320096,393
2026-01-28,2025-01-02,394.0604565604565,790.509993267946,0.23506723506723504,0.12896412896412895,412.5,0.31803231803231796,387.5,0.3179363179363179,391
2026-01-28,2025-01-03,397.3276651723347,741.7055339719402,0.19630080369919628,0.1524038475961524,412.5,0.3424736575263424,387.5,0.30882169117830877,390
2026-01-28,2025-01-06,397.361925,750.5905602943751,0.197606,0.155171,412.5,0.340892,387.5,0.306331,387
2026-01-28,2025-01-07,399.8966373966374,723.031132964043,0.17134517134517133,0.17929417929417932,412.5,0.3562693562693563,387.5,0.2930912930912931,386
2026-01-28,2025-01-08,397.66386016386014,749.5517994253491,0.19482519482519478,0.1585081585081585,412.5,0.3423623423623423,387.5,0.3043043043043043,385
2026-01-28,2025-01-09,394.3966887933776,785.0117238393804,0.23133346266692534,0.13155326310652624,412.5,0.31984863969727945,387.5,0.31726463452926906,384
2026-01-28,2025-01-10,410.19832500000007,556.5491671943751,0.07722900000000002,0.29779100000000003,412.5,0.40312200000000004,437.5,0.29779100000000003,383
2026-01-28,2025-01-13,411.46545000000003,560.4972062975,0.071266,0.31799,412.5,0.39928,437.5,0.311147,380
2026-01-28,2025-01-14,407.465475,623.3541830243751,0.101382,0.262218,412.5,0.390517,437.5,0.256605,379
2026-01-28,2025-01-15,397.46552499999996,743.233936474375,0.19653299999999999,0.155524,412.5,0.34102,387.5,0.306923,378
2026-01-28,2025-01-16,394.465468034532,792.7695387726299,0.23221276778723224,0.1342978657021343,412.5,0.31893868106131895,387.5,0.3145506854493146,377
2026-01-28,2025-01-17,397.9654145345855,746.151117943268,0.19187880812119187,0.16137283862716137,412.5,0.34415665584334415,387.5,0.30259169740830266,376
2026-01-28,2025-01-21,398.465464034536,747.6971055687911,0.18771781228218773,0.1677918322081678,412.5,0.34600365399634603,387.5,0.29848670151329854,372
2026-01-28,2025-01-22,398.2326392673607,739.8320993350615,0.18870581129418867,0.1632018367981632,412.5,0.346036653963346,387.5,0.302055697944302,371
2026-01-28,2025-01-23,396.7327,763.6235007099999,0.20602900000000002,0.15163,412.5,0.33519,387.5,0.307151,370
2026-01-28,2025-01-24,394.96552499999996,779.735311474375,0.225364,0.136376,412.5,0.323575,387.5,0.314685,369
2026-01-28,2025-01-27,385.4655,886.05705975,0.11810599999999999,0.33111599999999997,387.5,0.32551,412.5,0.252092,366
2026-01-28,2025-01-28,387.4655,869.2138097499999,0.104693,0.35679799999999995,387.5,0.325272,412.5,0.267103,365
2026-01-28,2025-01-29,390.2327972672027,836.5747250534632,0.28209471790528207,0.1042048957951042,387.5,0.32448467551532445,412.5,0.28921571078428915,364
2026-01-28,2025-01-30,387.5000500000001,866.3799999975001,0.31739300000000004,0.08957300000000001,387.5,0.32575800000000005,412.5,0.26727600000000007,363
2026-01-28,2025-01-31,391.499978999979,825.2578842574434,0.2671402671402672,0.113008113008113,387.5,0.32185532185532184,412.5,0.297996297996298,362
2026-01-28,2025-02-03,395.49985000000004,785.5973999775001,0.220557,0.14291,412.5,0.326395,387.5,0.310138,359
2026-01-28,2025-02-04,390.999875,844.598999984375,0.27481900000000004,0.112509,387.5,0.319416,412.5,0.293256,358
2026-01-28,2025-02-05,387.75005,889.0824749975,0.316063,0.09496,387.5,0.320273,412.5,0.268704,357
2026-01-28,2025-02-06,390.0000775000775,859.2211029650966,0.2872932872932873,0.10682010682010681,387.5,0.32007232007232006,412.5,0.2858142858142858,356
