date,value,value
2025-04-18,2816.544606666667,value
2025-04-19,2816.74886,value
2025-04-20,2816.9531133333335,value
2025-04-21,2817.157366666667,value
2025-04-22,2817.36162,value
2025-04-23,2817.5658733333335,value
2025-04-24,2817.770126666667,value
2025-04-25,2817.97438,value
2025-04-26,2818.1786333333334,value
2025-04-27,2818.3828866666668,value
2025-04-28,2818.58714,value
2025-04-29,2818.7913933333334,value
2025-04-30,2818.9956466666667,value
2025-05-01,2819.1999,value
2025-05-02,2819.8349967741938,value
2025-05-03,2820.470093548387,value
2025-05-04,2821.1051903225807,value
2025-05-05,2821.7402870967744,value
2025-05-06,2822.3753838709677,value
2025-05-07,2823.0104806451614,value
2025-05-08,2823.645577419355,value
2025-05-09,2824.2806741935483,value
2025-05-10,2824.915770967742,value
2025-05-11,2825.5508677419357,value
2025-05-12,2826.185964516129,value
2025-05-13,2826.8210612903226,value
2025-05-14,2827.4561580645163,value
2025-05-15,2828.0912548387096,value
2025-05-16,2828.7263516129033,value
2025-05-17,2829.361448387097,value
2025-05-18,2829.9965451612907,value
2025-05-19,2830.631641935484,value
2025-05-20,2831.2667387096776,value
2025-05-21,2831.9018354838713,value
2025-05-22,2832.5369322580646,value
2025-05-23,2833.1720290322583,value
2025-05-24,2833.807125806452,value
2025-05-25,2834.442222580645,value
2025-05-26,2835.077319354839,value
2025-05-27,2835.7124161290326,value
2025-05-28,2836.347512903226,value
2025-05-29,2836.9826096774195,value
2025-05-30,2837.6177064516132,value
2025-05-31,2838.2528032258065,value
2025-06-01,2838.8879,value
2025-06-02,2839.93649,value
2025-06-03,2840.9850800000004,value
2025-06-04,2842.0336700000003,value
2025-06-05,2843.08226,value
2025-06-06,2844.13085,value
2025-06-07,2845.1794400000003,value
2025-06-08,2846.22803,value
2025-06-09,2847.27662,value
2025-06-10,2848.32521,value
2025-06-11,2849.3738000000003,value
2025-06-12,2850.42239,value
2025-06-13,2851.47098,value
2025-06-14,2852.51957,value
2025-06-15,2853.5681600000003,value
2025-06-16,2854.61675,value
2025-06-17,2855.66534,value
2025-06-18,2856.7139300000003,value
2025-06-19,2857.76252,value
2025-06-20,2858.81111,value
2025-06-21,2859.8597,value
2025-06-22,2860.9082900000003,value
2025-06-23,2861.95688,value
2025-06-24,2863.00547,value
2025-06-25,2864.05406,value
2025-06-26,2865.1026500000003,value
2025-06-27,2866.15124,value
2025-06-28,2867.19983,value
2025-06-29,2868.24842,value
2025-06-30,2869.2970100000002,value
2025-07-01,2870.3456,value
2025-07-02,2870.7341387096776,value
2025-07-03,2871.122677419355,value
2025-07-04,2871.511216129032,value
2025-07-05,2871.8997548387097,value
2025-07-06,2872.288293548387,value
2025-07-07,2872.6768322580647,value
2025-07-08,2873.065370967742,value
2025-07-09,2873.4539096774192,value
2025-07-10,2873.8424483870967,value
2025-07-11,2874.2309870967742,value
2025-07-12,2874.6195258064517,value
2025-07-13,2875.0080645161293,value
2025-07-14,2875.3966032258063,value
2025-07-15,2875.785141935484,value
2025-07-16,2876.1736806451613,value
2025-07-17,2876.562219354839,value
2025-07-18,2876.9507580645163,value
2025-07-19,2877.339296774194,value
2025-07-20,2877.727835483871,value
2025-07-21,2878.1163741935484,value
2025-07-22,2878.504912903226,value
2025-07-23,2878.8934516129034,value
2025-07-24,2879.281990322581,value
2025-07-25,2879.670529032258,value
2025-07-26,2880.0590677419355,value
2025-07-27,2880.447606451613,value
2025-07-28,2880.8361451612905,value
2025-07-29,2881.224683870968,value
2025-07-30,2881.613222580645,value
2025-07-31,2882.0017612903225,value
2025-08-01,2882.3903,value
