date,value,value
2025-02-26,103.66201785714286,value
2025-02-27,103.65367857142857,value
2025-02-28,103.64533928571429,value
2025-03-01,103.637,value
2025-03-02,103.63805161290323,value
2025-03-03,103.63910322580645,value
2025-03-04,103.64015483870968,value
2025-03-05,103.6412064516129,value
2025-03-06,103.64225806451613,value
2025-03-07,103.64330967741935,value
2025-03-08,103.64436129032258,value
2025-03-09,103.6454129032258,value
2025-03-10,103.64646451612903,value
2025-03-11,103.64751612903225,value
2025-03-12,103.64856774193548,value
2025-03-13,103.6496193548387,value
2025-03-14,103.65067096774193,value
2025-03-15,103.65172258064516,value
2025-03-16,103.65277419354838,value
2025-03-17,103.65382580645162,value
2025-03-18,103.65487741935485,value
2025-03-19,103.65592903225807,value
2025-03-20,103.6569806451613,value
2025-03-21,103.65803225806452,value
2025-03-22,103.65908387096775,value
2025-03-23,103.66013548387097,value
2025-03-24,103.6611870967742,value
2025-03-25,103.66223870967742,value
2025-03-26,103.66329032258065,value
2025-03-27,103.66434193548388,value
2025-03-28,103.6653935483871,value
2025-03-29,103.66644516129033,value
2025-03-30,103.66749677419355,value
2025-03-31,103.66854838709678,value
2025-04-01,103.6696,value
2025-04-02,103.67222666666667,value
2025-04-03,103.67485333333333,value
2025-04-04,103.67748,value
2025-04-05,103.68010666666667,value
2025-04-06,103.68273333333333,value
2025-04-07,103.68536,value
2025-04-08,103.68798666666667,value
2025-04-09,103.69061333333333,value
2025-04-10,103.69324,value
2025-04-11,103.69586666666667,value
2025-04-12,103.69849333333333,value
2025-04-13,103.70112,value
2025-04-14,103.70374666666667,value
2025-04-15,103.70637333333333,value
2025-04-16,103.709,value
2025-04-17,103.71162666666667,value
2025-04-18,103.71425333333333,value
2025-04-19,103.71688,value
2025-04-20,103.71950666666667,value
2025-04-21,103.72213333333333,value
2025-04-22,103.72476,value
2025-04-23,103.72738666666667,value
2025-04-24,103.73001333333333,value
2025-04-25,103.73264,value
2025-04-26,103.73526666666667,value
2025-04-27,103.73789333333333,value
2025-04-28,103.74052,value
2025-04-29,103.74314666666668,value
2025-04-30,103.74577333333333,value
2025-05-01,103.7484,value
2025-05-02,103.76018387096775,value
2025-05-03,103.77196774193548,value
2025-05-04,103.78375161290323,value
2025-05-05,103.79553548387096,value
2025-05-06,103.80731935483871,value
2025-05-07,103.81910322580646,value
2025-05-08,103.83088709677419,value
2025-05-09,103.84267096774194,value
2025-05-10,103.85445483870969,value
2025-05-11,103.86623870967742,value
2025-05-12,103.87802258064517,value
2025-05-13,103.8898064516129,value
2025-05-14,103.90159032258065,value
2025-05-15,103.91337419354839,value
2025-05-16,103.92515806451613,value
2025-05-17,103.93694193548387,value
2025-05-18,103.9487258064516,value
2025-05-19,103.96050967741935,value
2025-05-20,103.9722935483871,value
2025-05-21,103.98407741935483,value
2025-05-22,103.99586129032258,value
2025-05-23,104.00764516129031,value
2025-05-24,104.01942903225806,value
2025-05-25,104.0312129032258,value
2025-05-26,104.04299677419354,value
2025-05-27,104.05478064516129,value
2025-05-28,104.06656451612903,value
2025-05-29,104.07834838709677,value
2025-05-30,104.09013225806451,value
2025-05-31,104.10191612903225,value
2025-06-01,104.1137,value
2025-06-02,104.10946666666666,value
2025-06-03,104.10523333333333,value
2025-06-04,104.101,value
2025-06-05,104.09676666666667,value
2025-06-06,104.09253333333334,value
2025-06-07,104.08829999999999,value
2025-06-08,104.08406666666666,value
2025-06-09,104.07983333333333,value
2025-06-10,104.0756,value
2025-06-11,104.07136666666666,value
2025-06-12,104.06713333333333,value
2025-06-13,104.0629,value
2025-06-14,104.05866666666667,value
2025-06-15,104.05443333333334,value
2025-06-16,104.05019999999999,value
2025-06-17,104.04596666666666,value
2025-06-18,104.04173333333333,value
2025-06-19,104.0375,value
2025-06-20,104.03326666666666,value
2025-06-21,104.02903333333333,value
2025-06-22,104.0248,value
2025-06-23,104.02056666666667,value
2025-06-24,104.01633333333334,value
2025-06-25,104.0121,value
2025-06-26,104.00786666666667,value
2025-06-27,104.00363333333333,value
2025-06-28,103.9994,value
2025-06-29,103.99516666666666,value
2025-06-30,103.99093333333333,value
2025-07-01,103.9867,value
