date,value,value
2025-02-21,-0.49486,value
2025-02-22,-0.49294000000000004,value
2025-02-23,-0.49102,value
2025-02-24,-0.48910000000000003,value
2025-02-25,-0.48718,value
2025-02-26,-0.48526,value
2025-02-27,-0.48334,value
2025-02-28,-0.48142,value
2025-03-01,-0.4790471428571429,value
2025-03-02,-0.4766742857142857,value
2025-03-03,-0.4743014285714286,value
2025-03-04,-0.4719285714285714,value
2025-03-05,-0.4695557142857143,value
2025-03-06,-0.4671828571428571,value
2025-03-07,-0.46481,value
2025-03-08,-0.46220428571428573,value
2025-03-09,-0.4595985714285714,value
2025-03-10,-0.45699285714285715,value
2025-03-11,-0.4543871428571429,value
2025-03-12,-0.4517814285714286,value
2025-03-13,-0.4491757142857143,value
2025-03-14,-0.44657,value
2025-03-15,-0.4440257142857143,value
2025-03-16,-0.4414814285714286,value
2025-03-17,-0.43893714285714286,value
2025-03-18,-0.43639285714285714,value
2025-03-19,-0.4338485714285714,value
2025-03-20,-0.4313042857142857,value
2025-03-21,-0.42876,value
2025-03-22,-0.42634999999999995,value
2025-03-23,-0.42394,value
2025-03-24,-0.42152999999999996,value
2025-03-25,-0.41912,value
2025-03-26,-0.41670999999999997,value
2025-03-27,-0.4143,value
2025-03-28,-0.41189,value
2025-03-29,-0.40971857142857143,value
2025-03-30,-0.40754714285714283,value
2025-03-31,-0.4053757142857143,value
2025-04-01,-0.4032042857142857,value
2025-04-02,-0.40103285714285714,value
2025-04-03,-0.39886142857142853,value
2025-04-04,-0.39669,value
2025-04-05,-0.3951085714285714,value
2025-04-06,-0.39352714285714285,value
2025-04-07,-0.3919457142857143,value
2025-04-08,-0.3903642857142857,value
2025-04-09,-0.38878285714285715,value
2025-04-10,-0.3872014285714286,value
2025-04-11,-0.38562,value
2025-04-12,-0.38566,value
2025-04-13,-0.38570000000000004,value
2025-04-14,-0.38574,value
2025-04-15,-0.38578,value
2025-04-16,-0.38582,value
2025-04-17,-0.38586000000000004,value
2025-04-18,-0.3859,value
2025-04-19,-0.38681857142857146,value
2025-04-20,-0.3877371428571429,value
2025-04-21,-0.3886557142857143,value
2025-04-22,-0.3895742857142857,value
2025-04-23,-0.39049285714285714,value
2025-04-24,-0.3914114285714286,value
2025-04-25,-0.39233,value
2025-04-26,-0.39423142857142857,value
2025-04-27,-0.3961328571428572,value
2025-04-28,-0.39803428571428573,value
2025-04-29,-0.3999357142857143,value
2025-04-30,-0.40183714285714284,value
2025-05-01,-0.40373857142857145,value
2025-05-02,-0.40564,value
2025-05-03,-0.40810714285714284,value
2025-05-04,-0.4105742857142857,value
2025-05-05,-0.41304142857142856,value
2025-05-06,-0.41550857142857145,value
2025-05-07,-0.4179757142857143,value
2025-05-08,-0.4204428571428572,value
2025-05-09,-0.42291,value
2025-05-10,-0.4253942857142857,value
2025-05-11,-0.42787857142857144,value
