date,value,value
2024-12-16,1470.3225806451612,value
2024-12-17,1469.6774193548388,value
2024-12-18,1469.032258064516,value
2024-12-19,1468.3870967741937,value
2024-12-20,1467.741935483871,value
2024-12-21,1467.0967741935483,value
2024-12-22,1466.4516129032259,value
2024-12-23,1465.8064516129032,value
2024-12-24,1465.1612903225807,value
2024-12-25,1464.516129032258,value
2024-12-26,1463.8709677419354,value
2024-12-27,1463.225806451613,value
2024-12-28,1462.5806451612902,value
2024-12-29,1461.9354838709678,value
2024-12-30,1461.2903225806451,value
2024-12-31,1460.6451612903227,value
2025-01-01,1460.0,value
2025-01-02,1459.8064516129032,value
2025-01-03,1459.6129032258063,value
2025-01-04,1459.4193548387098,value
2025-01-05,1459.225806451613,value
2025-01-06,1459.032258064516,value
2025-01-07,1458.8387096774193,value
2025-01-08,1458.6451612903227,value
2025-01-09,1458.4516129032259,value
2025-01-10,1458.258064516129,value
2025-01-11,1458.0645161290322,value
2025-01-12,1457.8709677419354,value
2025-01-13,1457.6774193548388,value
2025-01-14,1457.483870967742,value
2025-01-15,1457.2903225806451,value
2025-01-16,1457.0967741935483,value
2025-01-17,1456.9032258064517,value
2025-01-18,1456.7096774193549,value
2025-01-19,1456.516129032258,value
2025-01-20,1456.3225806451612,value
2025-01-21,1456.1290322580646,value
2025-01-22,1455.9354838709678,value
2025-01-23,1455.741935483871,value
2025-01-24,1455.5483870967741,value
2025-01-25,1455.3548387096773,value
2025-01-26,1455.1612903225807,value
2025-01-27,1454.967741935484,value
2025-01-28,1454.774193548387,value
2025-01-29,1454.5806451612902,value
2025-01-30,1454.3870967741937,value
2025-01-31,1454.1935483870968,value
2025-02-01,1454.0,value
2025-02-02,1454.9642857142858,value
2025-02-03,1455.9285714285713,value
2025-02-04,1456.892857142857,value
2025-02-05,1457.857142857143,value
2025-02-06,1458.8214285714287,value
2025-02-07,1459.7857142857142,value
2025-02-08,1460.75,value
2025-02-09,1461.7142857142858,value
2025-02-10,1462.6785714285713,value
2025-02-11,1463.642857142857,value
2025-02-12,1464.607142857143,value
2025-02-13,1465.5714285714287,value
2025-02-14,1466.5357142857142,value
2025-02-15,1467.5,value
2025-02-16,1468.4642857142858,value
2025-02-17,1469.4285714285713,value
2025-02-18,1470.392857142857,value
2025-02-19,1471.357142857143,value
2025-02-20,1472.3214285714287,value
2025-02-21,1473.2857142857142,value
2025-02-22,1474.25,value
2025-02-23,1475.2142857142858,value
2025-02-24,1476.1785714285713,value
2025-02-25,1477.142857142857,value
2025-02-26,1478.107142857143,value
2025-02-27,1479.0714285714287,value
2025-02-28,1480.0357142857142,value
2025-03-01,1481.0,value
2025-03-02,1479.0967741935483,value
2025-03-03,1477.1935483870968,value
2025-03-04,1475.2903225806451,value
2025-03-05,1473.3870967741937,value
2025-03-06,1471.483870967742,value
2025-03-07,1469.5806451612902,value
2025-03-08,1467.6774193548388,value
2025-03-09,1465.774193548387,value
