"year","age","years","AAV","present_value","real_salary"
2020,33.305,0,NA,NA,NA
2020,35.133,0,NA,NA,NA
2020,36.336,0,NA,NA,NA
2020,35.066,0,NA,NA,NA
2020,33.071,0,NA,NA,NA
2020,33.325,0,NA,NA,NA
2020,32.198,0,NA,NA,NA
2020,34.295,0,NA,NA,NA
2020,35.256,0,NA,NA,NA
2020,33.355,0,NA,NA,NA
2020,36.364,0,NA,NA,NA
2020,34.295,0,NA,NA,NA
2020,32.311,0,NA,NA,NA
2020,NA,NA,NA,NA,NA
2020,39.256,NA,NA,NA,NA
2020,32.248,NA,NA,NA,NA
2020,34.335,NA,NA,NA,NA
2020,31.014,NA,NA,NA,NA
2020,33.056,NA,NA,NA,NA
2020,NA,NA,NA,NA,NA
2020,36.235,NA,NA,NA,NA
2020,31.271,NA,NA,NA,NA
2020,37.064,NA,NA,NA,NA
2020,39.107,NA,NA,NA,NA
2020,33.084,NA,NA,NA,NA
2020,36.132,NA,NA,NA,NA
2020,36.249,NA,NA,NA,NA
2020,39.346,NA,NA,NA,NA
2020,39.036,NA,NA,NA,NA
2020,NA,NA,NA,NA,NA
2020,NA,NA,NA,NA,NA
2020,34.197,NA,NA,NA,NA
2020,37.163,NA,NA,NA,NA
2020,35.322,NA,NA,NA,NA
2020,35.325,NA,NA,NA,NA
2020,33.294,NA,NA,NA,NA
2020,33.31,NA,NA,NA,NA
2020,30.362,NA,NA,NA,NA
2020,31.142,NA,NA,NA,NA
2020,33.34,NA,NA,NA,NA
2020,36.067,NA,NA,NA,NA
2020,37.137,NA,NA,NA,NA
2020,39.301,NA,NA,NA,NA
2020,37.08,NA,NA,NA,NA
2020,29.207,NA,NA,NA,NA
2020,43.105,NA,NA,NA,NA
2020,34.167,NA,NA,NA,NA
2020,37.15,NA,NA,NA,NA
2020,35.103,NA,NA,NA,NA
2020,29.231,NA,NA,NA,NA
2019,26,13,25384615,30884265.5160566,2375712.73200435
2019,26,10,3e+07,36499587.072,3649958.7072
2019,29,6,23333333,28388567.3171157,4731427.88618595
2019,31,3,3.1e+07,37716239.9744,12572079.9914667
2019,29,4,1.7e+07,20683099.3408,5170774.8352
2019,31,4,13750000,16728977.408,4182244.352
2019,32,3,16666666,20277547.5622314,6759182.5207438
2019,31,3,14333333,17438691.1955157,5812897.0651719
2019,31,3,1.3e+07,15816487.7312,5272162.57706667
2019,36,2,1.7e+07,20683099.3408,10341549.6704
2019,32,2,1.6e+07,19466446.4384,9733223.2192
2019,35,2,1.5e+07,18249793.536,9124896.768
2019,29,3,1e+07,12166529.024,4055509.67466667
2019,32,3,1e+07,12166529.024,4055509.67466667
2019,34,2,12500000,15208161.28,7604080.64
2019,31,3,8333333,10138773.7811157,3379591.2603719
2019,34,2,1.2e+07,14599834.8288,7299917.4144
2019,30,2,1.2e+07,14599834.8288,7299917.4144
2019,33,3,8e+06,9733223.2192,3244407.73973333
2019,33,1,2.3e+07,27983016.7552,27983016.7552
2019,34,2,11500000,13991508.3776,6995754.1888
2019,30,2,10500000,12774855.4752,6387427.7376
2019,35,2,1e+07,12166529.024,6083264.512
2019,31,2,9500000,11558202.5728,5779101.2864
2019,35,2,9500000,11558202.5728,5779101.2864
2019,30,1,18250000,22203915.4688,22203915.4688
2019,29,2,9e+06,10949876.1216,5474938.0608
2019,32,1,17900000,21778086.95296,21778086.95296
2019,31,2,7750000,9429059.9936,4714529.9968
2019,35,2,7500000,9124896.768,4562448.384
2019,38,1,14300000,17398136.50432,17398136.50432
2019,31,1,1.3e+07,15816487.7312,15816487.7312
2019,30,1,1.1e+07,13383181.9264,13383181.9264
2019,30,1,1e+07,12166529.024,12166529.024
2019,31,2,5e+06,6083264.512,3041632.256
2019,35,2,5e+06,6083264.512,3041632.256
2019,31,1,9e+06,10949876.1216,10949876.1216
2019,32,1,9e+06,10949876.1216,10949876.1216
2019,30,1,8500000,10341549.6704,10341549.6704
2019,38,1,8e+06,9733223.2192,9733223.2192
2019,37,2,4e+06,4866611.6096,2433305.8048
2019,35,2,4e+06,4866611.6096,2433305.8048
2019,35,1,7500000,9124896.768,9124896.768
2019,32,1,7e+06,8516570.3168,8516570.3168
2019,36,1,6250000,7604080.64,7604080.64
2019,36,2,3125000,3802040.32,1901020.16
2019,35,1,6e+06,7299917.4144,7299917.4144
2019,32,1,5750000,6995754.1888,6995754.1888
2019,35,1,5750000,6995754.1888,6995754.1888
2019,32,1,5250000,6387427.7376,6387427.7376
2019,29,1,5e+06,6083264.512,6083264.512
2019,32,2,2500000,3041632.256,1520816.128
2019,32,1,4500000,5474938.0608,5474938.0608
2019,36,1,4500000,5474938.0608,5474938.0608
2019,34,1,4e+06,4866611.6096,4866611.6096
2019,28,1,4e+06,4866611.6096,4866611.6096
2019,35,1,4e+06,4866611.6096,4866611.6096
2019,30,1,4e+06,4866611.6096,4866611.6096
2019,33,1,3500000,4258285.1584,4258285.1584
2019,33,1,3350000,4075787.22304,4075787.22304
2019,33,1,3250000,3954121.9328,3954121.9328
2019,33,1,3e+06,3649958.7072,3649958.7072
2019,33,1,3e+06,3649958.7072,3649958.7072
2019,32,1,3e+06,3649958.7072,3649958.7072
2019,34,1,3e+06,3649958.7072,3649958.7072
2019,32,1,2750000,3345795.4816,3345795.4816
2019,30,1,2750000,3345795.4816,3345795.4816
2019,35,1,2750000,3345795.4816,3345795.4816
2019,37,1,2500000,3041632.256,3041632.256
2019,30,1,2500000,3041632.256,3041632.256
2019,32,1,2500000,3041632.256,3041632.256
2019,36,1,2500000,3041632.256,3041632.256
2019,31,1,2500000,3041632.256,3041632.256
2019,32,1,2500000,3041632.256,3041632.256
2019,28,1,2050000,2494138.44992,2494138.44992
2019,35,1,2e+06,2433305.8048,2433305.8048
2019,36,1,2e+06,2433305.8048,2433305.8048
2019,31,1,2e+06,2433305.8048,2433305.8048
2019,33,1,2e+06,2433305.8048,2433305.8048
2019,37,1,2e+06,2433305.8048,2433305.8048
2019,31,1,1500000,1824979.3536,1824979.3536
2019,30,1,1500000,1824979.3536,1824979.3536
2019,31,1,1400000,1703314.06336,1703314.06336
2019,32,1,1300000,1581648.77312,1581648.77312
2019,35,1,1250000,1520816.128,1520816.128
2019,35,1,750000,912489.6768,912489.6768
2019,36,0,NA,NA,NA
2019,32,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,34,0,NA,NA,NA
2019,34,0,NA,NA,NA
2019,29,0,NA,NA,NA
2019,38,0,NA,NA,NA
2019,38,0,NA,NA,NA
2019,29,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,32,0,NA,NA,NA
2019,32,0,NA,NA,NA
2019,32,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,31,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,38,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,36,0,NA,NA,NA
2019,30,0,NA,NA,NA
2019,32,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,29,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,34,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,34,0,NA,NA,NA
2019,32,0,NA,NA,NA
2019,31,0,NA,NA,NA
2019,31,0,NA,NA,NA
2019,34,0,NA,NA,NA
2019,32,0,NA,NA,NA
2019,36,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,35,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,36,0,NA,NA,NA
2019,36,0,NA,NA,NA
2019,31,0,NA,NA,NA
2019,37,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,34,0,NA,NA,NA
2019,33,0,NA,NA,NA
2019,36,0,NA,NA,NA
2019,34,0,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,40,NA,NA,NA,NA
2019,38,NA,NA,NA,NA
2019,35,NA,NA,NA,NA
2019,32,NA,NA,NA,NA
2019,36,NA,NA,NA,NA
2019,40,NA,NA,NA,NA
2019,36,NA,NA,NA,NA
2019,35,NA,NA,NA,NA
2019,40,NA,NA,NA,NA
2019,34,NA,NA,NA,NA
2019,39,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2019,38,NA,NA,NA,NA
2019,39,NA,NA,NA,NA
2019,41,NA,NA,NA,NA
2019,46,NA,NA,NA,NA
2019,33,NA,NA,NA,NA
2019,32,NA,NA,NA,NA
2019,35,NA,NA,NA,NA
2019,39,NA,NA,NA,NA
2019,32,NA,NA,NA,NA
2019,36,NA,NA,NA,NA
2019,38,NA,NA,NA,NA
2019,38,NA,NA,NA,NA
2019,32,NA,NA,NA,NA
2019,32,NA,NA,NA,NA
2019,36,NA,NA,NA,NA
2019,37,NA,NA,NA,NA
2019,35,NA,NA,NA,NA
2019,33,NA,NA,NA,NA
2019,35,NA,NA,NA,NA
2018,28,7,20571429,26029420.3513402,3718488.62162002
2018,31,6,2.1e+07,26571699.388416,4428616.564736
2018,30,5,2.2e+07,27837018.406912,5567403.6813824
2018,32,5,1.6e+07,20245104.295936,4049020.8591872
2018,32,3,2.5e+07,31632975.4624,10544325.1541333
2018,32,3,2e+07,25306380.36992,8435460.12330667
2018,30,4,14250000,18030796.013568,4507699.003392
2018,32,3,17333333,21932195.8988243,7310731.96627478
2018,31,3,1.3e+07,16449147.240448,5483049.08014933
2018,32,3,12666666,16027373.3907367,5342457.79691222
2018,28,3,12666666,16027373.3907367,5342457.79691222
2018,30,3,9333333,11809643.7508563,3936547.91695211
2018,30,3,9e+06,11387871.166464,3795957.055488
2018,31,3,9e+06,11387871.166464,3795957.055488
2018,33,2,10500000,13285849.694208,6642924.847104
2018,31,2,9e+06,11387871.166464,5693935.583232
2018,32,2,8500000,10755211.657216,5377605.828608
2018,31,2,8500000,10755211.657216,5377605.828608
2018,29,2,8375000,10597046.779904,5298523.389952
2018,37,2,8125000,10280717.02528,5140358.51264
2018,31,2,8e+06,10122552.147968,5061276.073984
2018,31,2,8e+06,10122552.147968,5061276.073984
2018,35,2,8e+06,10122552.147968,5061276.073984
2018,30,2,7750000,9806222.393344,4903111.196672
2018,31,2,7500000,9489892.63872,4744946.31936
2018,34,2,7500000,9489892.63872,4744946.31936
2018,32,1,1.4e+07,17714466.258944,17714466.258944
2018,32,2,NA,NA,NA
2018,32,2,6500000,8224573.620224,4112286.810112
2018,32,2,6500000,8224573.620224,4112286.810112
2018,31,1,1.2e+07,15183828.221952,15183828.221952
2018,34,2,5500000,6959254.601728,3479627.300864
2018,37,1,1e+07,12653190.18496,12653190.18496
2018,29,2,5e+06,6326595.09248,3163297.54624
2018,33,2,5e+06,6326595.09248,3163297.54624
2018,33,2,5e+06,6326595.09248,3163297.54624
2018,33,2,4500000,5693935.583232,2846967.791616
2018,35,2,4250000,5377605.828608,2688802.914304
2018,31,2,4125000,5219440.951296,2609720.475648
2018,31,1,8e+06,10122552.147968,10122552.147968
2018,33,2,3750000,4744946.31936,2372473.15968
2018,35,2,3500000,4428616.564736,2214308.282368
2018,34,2,3500000,4428616.564736,2214308.282368
2018,29,1,6500000,8224573.620224,8224573.620224
2018,30,1,6500000,8224573.620224,8224573.620224
2018,32,1,6500000,8224573.620224,8224573.620224
2018,31,2,3e+06,3795957.055488,1897978.527744
2018,32,1,5e+06,6326595.09248,6326595.09248
2018,37,1,5e+06,6326595.09248,6326595.09248
2018,33,2,2500000,3163297.54624,1581648.77312
2018,35,2,2500000,3163297.54624,1581648.77312
2018,34,1,4750000,6010265.337856,6010265.337856
2018,41,1,4500000,5693935.583232,5693935.583232
2018,34,2,2250000,2846967.791616,1423483.895808
2018,31,1,4e+06,5061276.073984,5061276.073984
2018,34,1,4e+06,5061276.073984,5061276.073984
2018,32,1,4e+06,5061276.073984,5061276.073984
2018,32,1,4e+06,5061276.073984,5061276.073984
2018,34,1,4e+06,5061276.073984,5061276.073984
2018,32,1,3500000,4428616.564736,4428616.564736
2018,31,1,3250000,4112286.810112,4112286.810112
2018,30,1,3e+06,3795957.055488,3795957.055488
2018,33,1,3e+06,3795957.055488,3795957.055488
2018,33,1,3e+06,3795957.055488,3795957.055488
2018,34,1,2800000,3542893.2517888,3542893.2517888
2018,31,1,2500000,3163297.54624,3163297.54624
2018,33,1,2500000,3163297.54624,3163297.54624
2018,34,1,2500000,3163297.54624,3163297.54624
2018,34,1,2500000,3163297.54624,3163297.54624
2018,35,1,2500000,3163297.54624,3163297.54624
2018,35,1,2150000,2720435.8897664,2720435.8897664
2018,34,1,2e+06,2530638.036992,2530638.036992
2018,32,1,2e+06,2530638.036992,2530638.036992
2018,35,1,2e+06,2530638.036992,2530638.036992
2018,35,1,2e+06,2530638.036992,2530638.036992
2018,39,2,1e+06,1265319.018496,632659.509248
2018,30,1,1500000,1897978.527744,1897978.527744
2018,34,1,1500000,1897978.527744,1897978.527744
2018,34,1,1e+06,1265319.018496,1265319.018496
2018,27,1,1e+06,1265319.018496,1265319.018496
2018,40,1,1e+06,1265319.018496,1265319.018496
2018,44,1,750000,948989.263872,948989.263872
2018,36,1,575000,727558.4356352,727558.4356352
2018,39,1,575000,727558.4356352,727558.4356352
2018,32,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,29,0,NA,NA,NA
2018,30,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,32,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,38,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,36,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,33,0,NA,NA,NA
2018,33,0,NA,NA,NA
2018,33,0,NA,NA,NA
2018,45,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,38,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,33,0,NA,NA,NA
2018,36,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,36,0,NA,NA,NA
2018,36,0,NA,NA,NA
2018,35,0,NA,NA,NA
2018,35,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,36,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,32,0,NA,NA,NA
2018,37,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,30,0,NA,NA,NA
2018,34,0,NA,NA,NA
2018,35,0,NA,NA,NA
2018,33,0,NA,NA,NA
2018,30,0,NA,NA,NA
2018,31,0,NA,NA,NA
2018,33,0,NA,NA,NA
2018,39,0,NA,NA,NA
2018,NA,NA,NA,NA,NA
2018,32,NA,NA,NA,NA
2018,43,NA,NA,NA,NA
2018,30,NA,NA,NA,NA
2018,30,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA
2018,41,NA,NA,NA,NA
2018,37,NA,NA,NA,NA
2018,34,NA,NA,NA,NA
2018,41,NA,NA,NA,NA
2018,37,NA,NA,NA,NA
2018,33,NA,NA,NA,NA
2018,43,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,36,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,34,NA,NA,NA,NA
2018,41,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,34,NA,NA,NA,NA
2018,34,NA,NA,NA,NA
2018,39,NA,NA,NA,NA
2018,36,NA,NA,NA,NA
2018,34,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,39,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,35,NA,NA,NA,NA
2018,30,NA,NA,NA,NA
2018,34,NA,NA,NA,NA
2017,31,4,27500000,36188123.9289856,9047030.9822464
2017,29,5,17200000,22634026.6028565,4526805.32057129
2017,31,5,16500000,21712874.3573914,4342574.87147827
2017,29,5,1.6e+07,21054908.4677734,4210981.69355469
2017,31,5,1.4e+07,18423044.9093018,3684608.98186035
2017,32,4,1.6e+07,21054908.4677734,5263727.11694336
2017,32,4,15500000,20396942.5781555,5099235.64453888
2017,34,3,2e+07,26318635.5847168,8772878.52823894
2017,30,4,1.3e+07,17107113.1300659,4276778.28251648
2017,37,3,1.6e+07,21054908.4677734,7018302.82259115
2017,31,3,12500000,16449147.240448,5483049.08014933
2017,34,3,1.1e+07,14475249.5715942,4825083.19053141
2017,30,4,7625000,10033979.8166733,2508494.95416832
2017,30,3,8666666,11404741.2094228,3801580.40314092
2017,30,3,8166667,10746776.6357366,3582258.87857887
2017,33,2,1.1e+07,14475249.5715942,7237624.78579712
2017,31,2,10500000,13817283.6819763,6908641.84098816
2017,32,3,6333333,8334234.16318306,2778078.05439435
2017,36,1,18500000,24344737.915863,24344737.915863
2017,31,1,17200000,22634026.6028565,22634026.6028565
2017,30,1,17200000,22634026.6028565,22634026.6028565
2017,40,1,1.6e+07,21054908.4677734,21054908.4677734
2017,34,2,8e+06,10527454.2338867,5263727.11694336
2017,31,2,7500000,9869488.3442688,4934744.1721344
2017,33,2,7e+06,9211522.45465088,4605761.22732544
2017,37,1,1.3e+07,17107113.1300659,17107113.1300659
2017,44,1,12500000,16449147.240448,16449147.240448
2017,29,2,6250000,8224573.620224,4112286.810112
2017,34,2,6250000,8224573.620224,4112286.810112
2017,33,2,6e+06,7895590.67541504,3947795.33770752
2017,30,2,6e+06,7895590.67541504,3947795.33770752
2017,31,2,6e+06,7895590.67541504,3947795.33770752
2017,37,2,6e+06,7895590.67541504,3947795.33770752
2017,31,1,11500000,15133215.4612122,15133215.4612122
2017,32,2,5750000,7566607.73060608,3783303.86530304
2017,32,2,5500000,7237624.78579712,3618812.39289856
2017,36,2,5500000,7237624.78579712,3618812.39289856
2017,30,2,5500000,7237624.78579712,3618812.39289856
2017,31,2,5500000,7237624.78579712,3618812.39289856
2017,30,1,1e+07,13159317.7923584,13159317.7923584
2017,30,1,9e+06,11843386.0131226,11843386.0131226
2017,35,1,8500000,11185420.1235046,11185420.1235046
2017,42,1,8e+06,10527454.2338867,10527454.2338867
2017,32,1,8e+06,10527454.2338867,10527454.2338867
2017,39,1,7500000,9869488.3442688,9869488.3442688
2017,32,1,6500000,8553556.56503296,8553556.56503296
2017,33,1,6500000,8553556.56503296,8553556.56503296
2017,30,1,6e+06,7895590.67541504,7895590.67541504
2017,42,1,6e+06,7895590.67541504,7895590.67541504
2017,36,1,6e+06,7895590.67541504,7895590.67541504
2017,33,1,5750000,7566607.73060608,7566607.73060608
2017,31,1,5500000,7237624.78579712,7237624.78579712
2017,29,1,5350000,7040235.01891175,7040235.01891175
2017,30,1,5e+06,6579658.8961792,6579658.8961792
2017,33,1,4e+06,5263727.11694336,5263727.11694336
2017,36,1,4e+06,5263727.11694336,5263727.11694336
2017,34,2,2e+06,2631863.55847168,1315931.77923584
2017,33,2,1900000,2500270.3805481,1250135.19027405
2017,29,1,3500000,4605761.22732544,4605761.22732544
2017,34,1,3500000,4605761.22732544,4605761.22732544
2017,29,1,3e+06,3947795.33770752,3947795.33770752
2017,34,1,3e+06,3947795.33770752,3947795.33770752
2017,32,1,3e+06,3947795.33770752,3947795.33770752
2017,33,1,3e+06,3947795.33770752,3947795.33770752
2017,34,1,3e+06,3947795.33770752,3947795.33770752
2017,34,1,3e+06,3947795.33770752,3947795.33770752
2017,33,1,3e+06,3947795.33770752,3947795.33770752
2017,34,1,2600000,3421422.62601318,3421422.62601318
2017,40,1,2500000,3289829.4480896,3289829.4480896
2017,36,1,2500000,3289829.4480896,3289829.4480896
2017,29,1,2500000,3289829.4480896,3289829.4480896
2017,34,1,2300000,3026643.09224243,3026643.09224243
2017,37,1,2050000,2697660.14743347,2697660.14743347
2017,34,1,2e+06,2631863.55847168,2631863.55847168
2017,30,1,2e+06,2631863.55847168,2631863.55847168
2017,38,1,2e+06,2631863.55847168,2631863.55847168
2017,33,1,2e+06,2631863.55847168,2631863.55847168
2017,35,1,1750000,2302880.61366272,2302880.61366272
2017,29,1,1750000,2302880.61366272,2302880.61366272
2017,33,1,1750000,2302880.61366272,2302880.61366272
2017,29,1,1750000,2302880.61366272,2302880.61366272
2017,34,1,1500000,1973897.66885376,1973897.66885376
2017,30,1,1500000,1973897.66885376,1973897.66885376
2017,33,1,1500000,1973897.66885376,1973897.66885376
2017,33,1,1500000,1973897.66885376,1973897.66885376
2017,32,1,1400000,1842304.49093018,1842304.49093018
2017,34,1,1250000,1644914.7240448,1644914.7240448
2017,33,1,1e+06,1315931.77923584,1315931.77923584
2017,32,1,650000,855355.656503296,855355.656503296
2017,34,0,NA,NA,NA
2017,30,0,NA,NA,NA
2017,33,0,NA,NA,NA
2017,30,0,NA,NA,NA
2017,33,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,30,0,NA,NA,NA
2017,34,0,NA,NA,NA
2017,35,0,NA,NA,NA
2017,34,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,33,0,NA,NA,NA
2017,36,0,NA,NA,NA
2017,31,0,NA,NA,NA
2017,34,0,NA,NA,NA
2017,36,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,35,0,NA,NA,NA
2017,37,0,NA,NA,NA
2017,30,0,NA,NA,NA
2017,30,0,NA,NA,NA
2017,33,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,36,0,NA,NA,NA
2017,29,0,NA,NA,NA
2017,33,0,NA,NA,NA
2017,31,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,38,0,NA,NA,NA
2017,42,0,NA,NA,NA
2017,30,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,36,0,NA,NA,NA
2017,33,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,34,0,NA,NA,NA
2017,32,0,NA,NA,NA
2017,39,0,NA,NA,NA
2017,29,0,NA,NA,NA
2017,34,0,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,35,4,NA,NA,NA
2017,34,1,NA,NA,NA
2017,34,1,NA,NA,NA
2017,33,1,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2017,31,NA,NA,NA,NA
2017,39,NA,NA,NA,NA
2017,38,NA,NA,NA,NA
2017,37,NA,NA,NA,NA
2017,33,NA,NA,NA,NA
2017,35,NA,NA,NA,NA
2017,33,NA,NA,NA,NA
2017,35,NA,NA,NA,NA
2017,37,NA,NA,NA,NA
2017,33,NA,NA,NA,NA
2017,39,NA,NA,NA,NA
2017,36,NA,NA,NA,NA
2017,33,NA,NA,NA,NA
2017,35,NA,NA,NA,NA
2017,36,NA,NA,NA,NA
2017,40,NA,NA,NA,NA
2017,35,NA,NA,NA,NA
2017,33,NA,NA,NA,NA
2017,40,NA,NA,NA,NA
2017,36,NA,NA,NA,NA
2017,37,NA,NA,NA,NA
2017,35,NA,NA,NA,NA
2017,36,NA,NA,NA,NA
2016,30,7,3.1e+07,42425640.5625635,6060805.79465193
2016,32,6,34416666,47101583.9057355,7850263.98428925
2016,26,8,2.3e+07,31477088.1593213,3934636.01991516
2016,30,7,2.3e+07,31477088.1593213,4496726.87990304
2016,28,6,22125000,30279590.2402167,5046598.37336945
2016,30,6,21666666,29652328.5130682,4942054.75217804
2016,30,5,2.2e+07,30108519.108916,6021703.82178321
2016,31,5,1.8e+07,24634242.9072949,4926848.58145899
2016,30,5,1.6e+07,21897104.8064844,4379420.96129688
2016,28,5,1.6e+07,21897104.8064844,4379420.96129688
2016,30,3,2.5e+07,34214226.2601318,11404742.0867106
2016,32,4,1.8e+07,24634242.9072949,6158560.72682373
2016,31,5,1.4e+07,19159966.7056738,3831993.34113477
2016,35,4,1.4e+07,19159966.7056738,4789991.67641846
2016,32,3,1.6e+07,21897104.8064844,7299034.93549479
2016,31,3,12500000,17107113.1300659,5702371.04335531
2016,33,3,1.2e+07,16422828.6048633,5474276.2016211
2016,37,2,1.6e+07,21897104.8064844,10948552.4032422
2016,32,3,10333333,14141879.7313315,4713959.91044383
2016,33,4,7750000,10606410.1406409,2651602.53516022
2016,29,3,9166666,12545215.3830023,4181738.46100077
2016,32,2,1.3e+07,17791397.6552686,8895698.82763428
2016,32,3,8333333,11404741.6305209,3801580.54350698
2016,30,2,1.1e+07,15054259.554458,7527129.77722901
2016,35,3,7333333,10036172.5801157,3345390.86003855
2016,32,2,1e+07,13685690.5040527,6842845.25202637
2016,30,2,9250000,12659263.7162488,6329631.85812439
2016,32,3,6e+06,8211414.30243164,2737138.10081055
2016,32,2,8e+06,10948552.4032422,5474276.2016211
2016,30,1,15800000,21623390.9964033,21623390.9964033
2016,29,1,15800000,21623390.9964033,21623390.9964033
2016,28,1,15800000,21623390.9964033,21623390.9964033
2016,32,3,5e+06,6842845.25202637,2280948.41734212
2016,30,1,1.3e+07,17791397.6552686,17791397.6552686
2016,32,2,6500000,8895698.82763428,4447849.41381714
2016,31,2,6125000,8382485.4337323,4191242.71686615
2016,35,1,1.2e+07,16422828.6048633,16422828.6048633
2016,30,2,6e+06,8211414.30243164,4105707.15121582
2016,37,2,5750000,7869272.03983033,3934636.01991516
2016,33,2,5500000,7527129.77722901,3763564.8886145
2016,34,2,5e+06,6842845.25202637,3421422.62601318
2016,30,1,8e+06,10948552.4032422,10948552.4032422
2016,32,2,4e+06,5474276.2016211,2737138.10081055
2016,32,2,3750000,5132133.93901978,2566066.96950989
2016,43,1,7250000,9922125.61543824,9922125.61543824
2016,34,1,7e+06,9579983.35283692,9579983.35283692
2016,32,1,7e+06,9579983.35283692,9579983.35283692
2016,37,1,7e+06,9579983.35283692,9579983.35283692
2016,34,2,3500000,4789991.67641846,2394995.83820923
2016,36,1,6e+06,8211414.30243164,8211414.30243164
2016,36,1,6e+06,8211414.30243164,8211414.30243164
2016,37,2,3e+06,4105707.15121582,2052853.57560791
2016,32,1,5750000,7869272.03983033,7869272.03983033
2016,34,1,5500000,7527129.77722901,7527129.77722901
2016,35,1,5250000,7184987.51462769,7184987.51462769
2016,29,1,5e+06,6842845.25202637,6842845.25202637
2016,34,2,2500000,3421422.62601318,1710711.31300659
2016,33,1,4750000,6500702.98942505,6500702.98942505
2016,28,1,4250000,5816418.46422241,5816418.46422241
2016,33,1,4250000,5816418.46422241,5816418.46422241
2016,32,1,4e+06,5474276.2016211,5474276.2016211
2016,37,1,4e+06,5474276.2016211,5474276.2016211
2016,35,1,4e+06,5474276.2016211,5474276.2016211
2016,32,1,4e+06,5474276.2016211,5474276.2016211
2016,34,1,4e+06,5474276.2016211,5474276.2016211
2016,31,1,3900000,5337419.29658057,5337419.29658057
2016,32,2,1875000,2566066.96950989,1283033.48475494
2016,28,1,3e+06,4105707.15121582,4105707.15121582
2016,33,1,3e+06,4105707.15121582,4105707.15121582
2016,33,1,3e+06,4105707.15121582,4105707.15121582
2016,39,2,1500000,2052853.57560791,1026426.78780396
2016,33,1,2800000,3831993.34113477,3831993.34113477
2016,32,1,2600000,3558279.53105371,3558279.53105371
2016,33,1,2500000,3421422.62601318,3421422.62601318
2016,31,1,2500000,3421422.62601318,3421422.62601318
2016,29,1,2500000,3421422.62601318,3421422.62601318
2016,31,1,2500000,3421422.62601318,3421422.62601318
2016,33,1,2250000,3079280.36341187,3079280.36341187
2016,34,1,2e+06,2737138.10081055,2737138.10081055
2016,35,1,2e+06,2737138.10081055,2737138.10081055
2016,29,1,2e+06,2737138.10081055,2737138.10081055
2016,35,1,2e+06,2737138.10081055,2737138.10081055
2016,38,1,2e+06,2737138.10081055,2737138.10081055
2016,39,1,2e+06,2737138.10081055,2737138.10081055
