"year","age","years","AAV","present_value","real_salary"
2012,28,1,4e+06,6404128.87427073,6404128.87427073
2012,35,1,4e+06,6404128.87427073,6404128.87427073
2012,36,1,4e+06,6404128.87427073,6404128.87427073
2012,41,1,4e+06,6404128.87427073,6404128.87427073
2012,32,1,4e+06,6404128.87427073,6404128.87427073
2012,34,2,1900000,3041961.21527859,1520980.6076393
2012,38,1,3500000,5603612.76498689,5603612.76498689
2012,33,1,3500000,5603612.76498689,5603612.76498689
2012,30,2,1625000,2601677.35517248,1300838.67758624
2012,39,1,3e+06,4803096.65570304,4803096.65570304
2012,37,1,3e+06,4803096.65570304,4803096.65570304
2012,31,1,3e+06,4803096.65570304,4803096.65570304
2012,35,1,3e+06,4803096.65570304,4803096.65570304
2012,29,1,3e+06,4803096.65570304,4803096.65570304
2012,31,1,3e+06,4803096.65570304,4803096.65570304
2012,33,1,3e+06,4803096.65570304,4803096.65570304
2012,34,2,1500000,2401548.32785152,1200774.16392576
2012,33,2,1500000,2401548.32785152,1200774.16392576
2012,33,1,2500000,4002580.5464192,4002580.5464192
2012,31,1,2500000,4002580.5464192,4002580.5464192
2012,38,1,2e+06,3202064.43713536,3202064.43713536
2012,30,1,2e+06,3202064.43713536,3202064.43713536
2012,35,1,2e+06,3202064.43713536,3202064.43713536
2012,39,1,2e+06,3202064.43713536,3202064.43713536
2012,35,1,2e+06,3202064.43713536,3202064.43713536
2012,37,1,1800000,2881857.99342183,2881857.99342183
2012,42,1,1750000,2801806.38249344,2801806.38249344
2012,30,1,1750000,2801806.38249344,2801806.38249344
2012,40,1,1500000,2401548.32785152,2401548.32785152
2012,34,1,1500000,2401548.32785152,2401548.32785152
2012,32,1,1350000,2161393.49506637,2161393.49506637
2012,31,1,1300000,2081341.88413799,2081341.88413799
2012,41,1,1250000,2001290.2732096,2001290.2732096
2012,36,1,1250000,2001290.2732096,2001290.2732096
2012,35,1,1150000,1841187.05135283,1841187.05135283
2012,29,1,1150000,1841187.05135283,1841187.05135283
2012,33,1,1150000,1841187.05135283,1841187.05135283
2012,40,1,1100000,1761135.44042445,1761135.44042445
2012,35,1,1100000,1761135.44042445,1761135.44042445
2012,35,1,1e+06,1601032.21856768,1601032.21856768
2012,34,1,1e+06,1601032.21856768,1601032.21856768
2012,35,1,1e+06,1601032.21856768,1601032.21856768
2012,32,1,1e+06,1601032.21856768,1601032.21856768
2012,35,1,1e+06,1601032.21856768,1601032.21856768
2012,36,1,1e+06,1601032.21856768,1601032.21856768
2012,31,1,1e+06,1601032.21856768,1601032.21856768
2012,38,1,1e+06,1601032.21856768,1601032.21856768
2012,35,1,1e+06,1601032.21856768,1601032.21856768
2012,34,1,925000,1480954.80217511,1480954.80217511
2012,34,1,9e+05,1440928.99671091,1440928.99671091
2012,27,1,850000,1360877.38578253,1360877.38578253
2012,30,1,850000,1360877.38578253,1360877.38578253
2012,36,1,8e+05,1280825.77485415,1280825.77485415
2012,35,1,8e+05,1280825.77485415,1280825.77485415
2012,37,1,8e+05,1280825.77485415,1280825.77485415
2012,31,1,750000,1200774.16392576,1200774.16392576
2012,36,1,750000,1200774.16392576,1200774.16392576
2012,36,1,750000,1200774.16392576,1200774.16392576
2012,26,1,5e+05,800516.109283841,800516.109283841
2012,32,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,41,0,NA,NA,NA
2012,36,0,NA,NA,NA
2012,33,0,NA,NA,NA
2012,36,0,NA,NA,NA
2012,33,0,NA,NA,NA
2012,38,0,NA,NA,NA
2012,29,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,31,0,NA,NA,NA
2012,32,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,33,0,NA,NA,NA
2012,36,0,NA,NA,NA
2012,32,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,33,0,NA,NA,NA
2012,37,0,NA,NA,NA
2012,39,0,NA,NA,NA
2012,32,0,NA,NA,NA
2012,30,0,NA,NA,NA
2012,35,0,NA,NA,NA
2012,28,0,NA,NA,NA
2012,36,0,NA,NA,NA
2012,38,0,NA,NA,NA
2012,36,0,NA,NA,NA
2012,39,0,NA,NA,NA
2012,37,0,NA,NA,NA
2012,33,0,NA,NA,NA
2012,39,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,32,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,33,0,NA,NA,NA
2012,45,0,NA,NA,NA
2012,34,0,NA,NA,NA
2012,37,0,NA,NA,NA
2012,33,0,NA,NA,NA
2012,NA,NA,NA,NA,NA
2012,30,NA,NA,NA,NA
2012,34,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA
2012,35,NA,NA,NA,NA
2012,37,NA,NA,NA,NA
2012,36,NA,NA,NA,NA
2012,41,NA,NA,NA,NA
2012,36,NA,NA,NA,NA
2012,36,NA,NA,NA,NA
2012,37,NA,NA,NA,NA
2012,30,NA,NA,NA,NA
2012,38,NA,NA,NA,NA
2012,36,NA,NA,NA,NA
2012,37,NA,NA,NA,NA
2012,35,NA,NA,NA,NA
2012,31,NA,NA,NA,NA
2012,38,NA,NA,NA,NA
2012,40,NA,NA,NA,NA
2012,32,NA,NA,NA,NA
2012,35,NA,NA,NA,NA
2012,42,NA,NA,NA,NA
2012,40,NA,NA,NA,NA
2012,40,NA,NA,NA,NA
2012,35,NA,NA,NA,NA
2012,45,NA,NA,NA,NA
2012,33,NA,NA,NA,NA
