OBJECTID,BASE_YEAR,SIGUNGU_CD,SIGUNGU_NM,_count,_sum,_mean,_median,_stdev,_min,_max,_range,_minority,_majority,_variety,_variance,sigungu,gas_station_count
224,2015,38050,통영시,361,9064,25.10803324099723,16.0,19.3870610179321,0,62,62,23,10,57,375.8581349130225,통영시,1
225,2015,38060,사천시,585,15226,26.02735042735043,19.0,16.52325801326505,8,63,55,56,11,55,273.0180553729276,사천시,5
226,2015,38070,김해시,658,33572,51.02127659574468,56.0,12.61552705955497,18,63,45,22,62,46,159.1515229903638,,0
227,2015,38080,밀양시,1149,25712,22.37771975630983,16.0,15.14576892968813,6,63,57,52,11,58,229.3943164715063,,0
228,2015,38090,거제시,597,18396,30.81407035175879,27.0,17.35269961518231,0,63,63,0,13,59,301.1161839347481,거제시,2
229,2015,38100,양산시,693,26716,38.55122655122655,39.0,16.95599224754324,9,63,54,9,62,55,287.5056730987465,,0
230,2015,38111,창원시의창구,300,15039,50.13,53.0,12.25913672871515,18,63,45,18,63,43,150.2864333333329,,0
231,2015,38112,창원시성산구,114,6904,60.56140350877193,62.0,4.841406000869061,42,63,21,42,63,17,23.43921206525096,,0
232,2015,38113,창원시마산합포구,359,11449,31.89136490250696,27.0,15.96991977723616,10,63,53,31,21,54,255.0383376913585,,0
233,2015,38114,창원시마산회원구,128,6953,54.3203125,60.0,11.66654779282817,19,63,44,19,63,34,136.1083374023438,,0
234,2015,38115,창원시진해구,184,10256,55.73913043478261,61.0,9.908680389938059,14,63,49,14,62,34,98.18194706994305,,0
235,2015,38310,의령군,687,10616,15.45269286754003,12.0,8.671441903421709,6,55,49,6,11,47,75.1939046844179,,0
236,2015,38320,함안군,600,21336,35.56,33.0,14.70214496822374,10,63,53,10,18,54,216.1530666666666,,0
237,2015,38330,창녕군,758,15826,20.87862796833773,16.0,12.7990782244103,6,63,57,46,10,56,163.8164033945739,,0
238,2015,38340,고성군,746,13782,18.47453083109919,14.0,11.49670754160976,7,61,54,44,9,53,132.1742842973067,,0
239,2015,38350,남해군,524,7404,14.12977099236641,13.0,6.181290345003614,6,48,42,24,13,36,38.2083503292349,,0
240,2015,38360,하동군,968,9938,10.26652892561983,7.0,8.227601420932187,0,44,44,42,5,42,67.69342514172533,,0
241,2015,38370,산청군,1132,11770,10.39752650176678,8.0,7.869469176415625,0,55,55,33,6,46,61.92854511855562,산청군,5
242,2015,38380,함양군,1032,9852,9.546511627906977,7.0,9.021065325902816,0,57,57,24,5,50,81.37961961420608,,0
243,2015,38390,거창군,1146,13149,11.4738219895288,8.0,9.801775076074733,0,62,62,28,7,58,96.07479464195983,거창군,5
244,2015,38400,합천군,1409,15144,10.74804826117814,9.0,6.142358783185458,5,54,49,37,7,39,37.72857142137554,,0
245,2015,39010,제주시,1400,27708,19.79142857142857,15.0,15.09449041260841,0,62,62,0,6,59,227.8436408163272,제주시,9
246,2015,39020,서귀포시,1235,23409,18.95465587044534,14.0,13.77668807055292,0,60,60,0,6,57,189.7971341933151,서귀포시,31
247,2015,32400,고성군,1023,12681,12.39589442815249,9.0,11.53475189279538,0,59,59,4,0,55,133.0505012283465,,0
248,2015,31200,파주시,1013,45518,44.93385982230997,48.0,16.26582511711193,11,63,52,11,63,53,264.5770667404695,,0
249,2015,32360,철원군,1385,19744,14.25559566787004,12.0,8.854031659686981,0,52,52,50,6,49,78.39387663073941,철원군,2
250,2015,31350,연천군,1281,22895,17.87275565964091,16.0,12.72394274995892,0,61,61,53,0,56,161.8987191042322,,0
251,2015,32380,양구군,1048,11325,10.80629770992366,9.0,8.774185682138883,0,57,57,31,6,48,76.98633438465097,,0
252,2015,32370,화천군,1332,8848,6.642642642642643,6.0,5.862789073396923,0,41,41,4,0,35,34.37229571914236,,0
